"id","sku","name","start","end","season.id","season.name","season.code","program.id","program.name","program.code","location.venue","location.address_1","location.address_2","location.city","location.region","location.postcode","location.country","location.coordinates.lat","location.coordinates.lon","level","ongoing","awards_finalized"
52264,"RE-VIQRC-23-2264","Plainwell Robotics Club VIQRC Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Plainwell Middle School","720 Brigham Street",,"Plainwell","Michigan","49080","United States",42.436234,-85.650311,"Other",false,true
52265,"RE-VIQRC-23-2265","Manoa Elementary School VEXIQRC Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Manoa Elementary School","3155 Manoa Road",,"Honolulu","Hawaii","96822","United States",21.316616,-157.808333,"Other",false,true
52288,"RE-VIQRC-23-2288","6K Winter Classic: VIQRC Tournament (ES/MS)","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Arlington Elementary School","701 Arlington Avenue",,"Jackson","Tennessee","38301","United States",35.628442,-88.833278,"Other",false,true
52583,"RE-VIQRC-23-2583","2nd Annual Samoset/Johnson Elementary SmackDown","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Louise R. Johnson K-8 School","2121 26th Ave E",,"Bradenton","Florida","34208","United States",27.47834,-82.536888,"Other",false,true
52600,"RE-VIQRC-23-2600","NEISD VIQRC Elementary Qualifier Green","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Agriscience Program at Madison High School","5005 Stahl Road",,"San Antonio","Texas","78247","United States",29.584808,-98.392064,"Other",false,true
52601,"RE-VIQRC-23-2601","NEISD VIQRC Elementary Qualifier Yellow","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Agriscience Program Program at Madison High School","5005 Stahl Road",,"San Antonio","Texas","78247","United States",29.584808,-98.392064,"Other",false,true
52640,"RE-VIQRC-23-2640","Marshall County Tournament VIQRC","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Arab Junior High School","911 Old Cullman Road Southwest",,"Arab","Alabama","35016","United States",34.312685,-86.511374,"Other",false,true
52687,"RE-VIQRC-23-2687","SJH VEX IQ Robotics Challenge Middle School Winter Tournament - PM","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Syracuse","1450 S 2000 W",,"Syracuse","Utah","84075","United States",41.092992,-112.065708,"Other",false,true
52688,"RE-VIQRC-23-2688","SJH VEX IQ Robotics Challenge Elementary Winter Tournament - AM","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Syracuse Junior High","1450 South 2000 West",,"Syracuse","Utah","84075","United States",41.092992,-112.065708,"Other",false,true
52701,"RE-VIQRC-23-2701","Fayetteville Winter Classic [VIQRC ES/MS]","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Woodland Junior High School","1 East Poplar Street",,"Fayetteville","Arkansas","72703","United States",36.087414,-94.157135,"Other",false,true
52850,"RE-VIQRC-23-2850","Capitol City Robotics FALL VEX IQ Competition","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Rita Bright Family and Youth Center","2500 14th Street Northwest",,"Washington","District of Columbia","20009","United States",38.92212,-77.032496,"Other",false,true
52890,"RE-VIQRC-23-2890","VEX in the 'Ville Full Volume Spring Edition ES Only","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Sycamore Elementary School","1155 Sycamore Road",,"Collierville","Tennessee","38017","United States",35.012326,-89.681547,"Other",false,true
52952,"RE-VIQRC-23-2952","Greater Western Wisconsin VIQRC Challenge","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Whitehall Memorial High School","19121 Hobson Street",,"Whitehall","Wisconsin","54773","United States",44.365743,-91.329299,"Other",false,true
52991,"RE-VIQRC-23-2991","6th Annual Mt. Stuart Eagle Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Mt. Stuart Elementary School","1701 North Cora St.",,"ELLENSBURG","Washington","98926","United States",47.009386,-120.559468,"Other",false,true
53011,"RE-VIQRC-23-3011","Faith Lutheran VEX IQ (MS Only) Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Faith Lutheran Middle School & High School","2015 South Hualapai Way",,"Las Vegas","Nevada","89117","United States",36.153927,-115.316261,"Other",false,true
53227,"RE-VIQRC-23-3227","4th Annual STEM SQUAD VIQRC- Challenge - Elementary","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Howard D. McMillan Middle School","13100 Southwest 59th Street",,"Miami","Florida","33183","United States",25.711846,-80.406668,"Other",false,true
53233,"RE-VIQRC-23-3233","SVVSD Sunset Middle 2023-2024 Full Volume - Blended","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Sunset Middle School","1300 S Sunset Street",,"Longmont","Colorado","80501","United States",40.144534,-105.120231,"Other",false,true
53242,"RE-VIQRC-23-3242","Franklin Township VIQRC Full Volume Blended Snow Days Tournament; Indianapolis, IN","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Kitley Intermediate School","8735 Indian Creek South Road",,"Indianapolis","Indiana","46259","United States",39.672026,-86.011977,"Other",false,true
53323,"RE-VIQRC-23-3323","Beck International Academy VIQRC Tournament ES/MS","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Beck International Academy","901 Woodruff Road",,"Greenville","South Carolina","29607","United States",34.837768,-82.321694,"Other",false,true
53349,"RE-VIQRC-23-3349","LA/Orange County - Magnolia VEX IQ Tournament #2 (Ben Lipper)","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Magnolia Science Academy","2840 West 1st Street",,"Santa Ana","California","92703","United States",33.744704,-117.908801,"Other",false,true
53388,"RE-VIQRC-23-3388","Shawswick Elementary School -  VIQRC Elementary ONLY  Tournament; Bedford, IN","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Shawswick Elementary School","71 Shawswick School Road",,"Bedford","Indiana","47421","United States",38.861783,-86.394653,"Other",false,true
53468,"RE-VIQRC-23-3468","Bullpups VIQRC Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Armstrong Elementary School","8601 White Horse Road",,"Greenville","South Carolina","29617","United States",34.904666,-82.463175,"Other",false,true
53494,"RE-VIQRC-23-3494","Culpeper VIQRC Robotics Competition @ CTEC (ES & MS)","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Culpeper Technical Education Center","17441 Frank Turnage Drive",,"Culpeper","Virginia","22701","United States",38.458735,-77.971904,"Other",false,true
53521,"RE-VIQRC-23-3521","CCS VIQRC Elementary- Hickory Ridge Elementary Ridge Roundup RESCHEDULED","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","9464 Hickory Ridge Rd","9464 Hickory Ridge Road",,"Harrisburg","North Carolina","28075","United States",35.285785,-80.625179,"Other",false,true
53530,"RE-VIQRC-23-3530","Wolfpack Challenge- VIQRC","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Sorrento Elementary School","24605 Wallick Road",,"Sorrento","Florida","32776","United States",28.816476,-81.549958,"Other",false,true
53535,"RE-VIQRC-23-3535","Binford Elementary Vex IQ ES State Qualifier; Bloomington, IN #2","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Binford Elementary School 2300 E 2nd St","2300 East 2nd Street",,"Bloomington","Indiana","47401","United States",39.160073,-86.505109,"Other",false,true
53590,"RE-VIQRC-23-3590","BISHOP NOLL Presents: ""Royal Rumble""  Blended VIQRC Full Volume Winter Competition; Hammond, IN","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Bishop Noll Institute","1519 Hoffman Street",,"Hammond","Indiana","46327","United States",41.628313,-87.49181,"Other",false,true
53727,"RE-VIQRC-23-3727","UPR Full Volume Middle School Qualifier","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Perkiomenville Mennonite Church","1836 Gravel Pike",,"Perkiomenville","Pennsylvania","18074","United States",40.317617,-75.479713,"Other",false,true
53741,"RE-VIQRC-23-3741","Pittsboro VIQRC Elementary Full Volume Winter Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Pittsboro Elementary School","206 North Meridian Street",,"Pittsboro","Indiana","46167","United States",39.866105,-86.46877,"Other",false,true
53836,"RE-VIQRC-23-3836","VIQRC- for Elementary and Middle Schools- Full Volume","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Lanier Middle School","6482 Suwanee Dam Road",,"Sugar Hill","Georgia","30518","United States",34.147907,-84.06535,"Other",false,true
53922,"RE-VIQRC-23-3922","Chesterton VIQRC Full Volume ES Only Duneland Invitational","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Chesterton Middle School","651 West Morgan Avenue",,"Chesterton","Indiana","46304","United States",41.608782,-87.060709,"Other",false,true
53960,"RE-VIQRC-23-3960","Lake Stevens VEX IQ Extravaganza - Middle School","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Cavelero Mid High School","8220 24th Street Southeast",,"Lake Stevens","Washington","98258","United States",47.972694,-122.122161,"Other",false,true
53961,"RE-VIQRC-23-3961","Lake Stevens VEX IQ Extravaganza - Elementary","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Cavelero Mid High School","8220 24th Street Southeast",,"Lake Stevens","Washington","98258","United States",47.972694,-122.122161,"Other",false,true
53975,"RE-VIQRC-23-3975","Rocket Fuel Robotics VEX IQRC Elementary Tournament II, Plymouth, IN","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Riverside Intermediate School","905 Baker Street",,"Plymouth","Indiana","46563","United States",41.351295,-86.295356,"Other",false,true
54045,"RE-VIQRC-23-4045","Pass Christian Robotics Presents VEX IQ Robotics Competition Full Volume","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Pass Christian Middle School","280 West Second Street",,"Pass Christian","Mississippi","39571","United States",30.315216,-89.254353,"Other",false,true
54065,"RE-VIQRC-23-4065","4H Robotics Winter Challenge ES Only","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Westchester Elementary","1416 Woodgate Drive",,"kirkwood","Missouri","63122","United States",38.604442,-90.423498,"Other",false,true
54078,"RE-VIQRC-23-4078","David Kelly Hometown VEX IQ Memorial Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Jennie D Blake School","",,"Hill","New Hampshire","03243","United States",43.534507,-71.768568,"Other",false,true
54082,"RE-VIQRC-23-4082","VEX IQ Full Volume AM Elementary Tournament For all teams","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Legacy Junior High School","411 N 3200 W",,"Layton","Utah","84041","United States",41.066418,-112.02769,"Other",false,true
54089,"RE-VIQRC-23-4089","Cortina VEX IQ Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Cortina Elementary School","19680 South 188th Street",,"Queen Creek","Arizona","85142","United States",33.270971,-111.677158,"Other",false,true
54095,"RE-VIQRC-23-4095","KCS Elem VIQRC ES Qualification Tournament hosted by Shoals Elementary @ Herbert Hoover HS","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Herbert Hoover High School","555 Husky Way",,"Elkview","West Virginia","25071","United States",38.449527,-81.482719,"Other",false,true
54143,"RE-VIQRC-23-4143","Madison-Grant VEX IQ ES Only Competition #2","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Madison-Grant High School","11700 South East 00 West",,"Fairmount","Indiana","46928","United States",40.384526,-85.676369,"Other",false,true
54152,"RE-VIQRC-23-4152","VIQRC Tournament @ Lied STEM academy","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Lied Middle School","5350 West Tropical Parkway",,"Las Vegas","Nevada","89130","United States",36.269562,-115.215315,"Other",false,true
54167,"RE-VIQRC-23-4167","RobotiX Institute VIQRC Qualifier (ES/MS)","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Haven Academy","617 Bradley Court",,"Franklin","Tennessee","37067","United States",35.958611,-86.826784,"Other",false,true
54230,"RE-VIQRC-23-4230","Wood Oaks - Northbrook VIQRC ES/MS Tournament; Northbrook, IL","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Wood Oaks Junior High","1250 Sanders Road",,"Northbrook","Illinois","60062","United States",42.129578,-87.880863,"Other",false,true
54241,"RE-VIQRC-23-4241","Region One ESC - VIQRC Qualifier *canceled*","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Region One Education Service Center","1900 West Schunior Street",,"Edinburg","Texas","78541","United States",26.310043,-98.183238,"Other",false,false
54286,"RE-VIQRC-23-4286","Niagara Falls VEX IQ Full Volume v004","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Lasalle Prep School","7436 Buffalo Avenue",,"Niagara Falls","New York","14304","United States",43.074751,-78.97796,"Other",false,true
54297,"RE-VIQRC-23-4297","21st CCLC Invitational - Full Volume Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Thomas Jefferson High School","2501 West Broadway",,"Council Bluffs","Iowa","51501","United States",41.261397,-95.883123,"Other",false,true
54322,"RE-VIQRC-23-4322","MCPSS VEX IQ Challenge (ES)","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Clark-Shaw Magnet School","5960 Arlberg Street",,"Mobile","Alabama","36608","United States",30.717434,-88.182222,"Other",false,true
54325,"RE-VIQRC-23-4325","MCPSS VEX IQ Challenge (MS)","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Clark-Shaw Magnet School","5960 Arlberg Street",,"Mobile","Alabama","36608","United States",30.717434,-88.182222,"Other",false,true
54329,"RE-VIQRC-23-4329","(Merged with middle school event) 21st CCLC Invitational - Full Volume Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Thomas Jefferson High School","2501 West Broadway",,"Council Bluffs","Iowa","51501","United States",41.261397,-95.883123,"Other",false,false
54337,"RE-VIQRC-23-4337","High Voltage IQ Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","351 Short Columbia St","351 Short Columbia Street",,"Monroe","Washington","98272","United States",47.856112,-121.976096,"Other",false,true
54380,"RE-VIQRC-23-4380","Last Chance January Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Gordon Lee High School","105 Lee Circle",,"Chickamauga","Georgia","30707","United States",34.870273,-85.296171,"Other",false,false
54389,"RE-VIQRC-23-4389","VEX IQ Full Volume PM Elementary and  Junior High Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Legacy Jr. High School","411 North 3200 West",,"Layton","Utah","84041","United States",41.066418,-112.02769,"Other",false,true
54404,"RE-VIQRC-23-4404","Fruitland Park Frenzy- Elementary Teams Only","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Community United Methodist Church Family Life Building","309 College Avenue",,"Fruitland Park","Florida","34731","United States",28.860911,-81.911451,"Other",false,false
54500,"RE-VIQRC-23-4500","Trailblazer Newyear Robo Nexus","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Lakeside Middle School","2565 Echols Road",,"Cumming","Georgia","30041","United States",34.162162,-84.099221,"Other",false,true
54532,"RE-VIQRC-23-4532","Tri West VIQRC Middle School Full Volume Winter Tournament, Pittsboro In. State Qualifier","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","206 N Meridian St","206 North Meridian Street",,"Pittsboro","Indiana","46167","United States",39.866105,-86.46877,"Other",false,true
54579,"RE-VIQRC-23-4579","Hope's Robot Rendezvous ES/MS","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Beryl Henry Elementary School","2100 South Main Street",,"Hope","Arkansas","71801","United States",33.647508,-93.588432,"Other",false,true
54581,"RE-VIQRC-23-4581","Bixby Battle of the Bots ES - Full Volume VEX IQ Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","15400 S Mingo Rd","15400 South Mingo Road",,"Bixby","Oklahoma","74008","United States",35.939709,-95.870958,"Other",false,true
54584,"RE-VIQRC-23-4584","New Orleans VEX IQ Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Holy Cross High School","5500 Paris Avenue",,"New Orleans","Louisiana","70122","United States",30.014193,-90.077171,"Other",false,false
54612,"RE-VIQRC-23-4612","Bots at the Treehouse","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Jefferson County International Baccalaureate school","805 7th Avenue",,"Pleasant Grove","Alabama","35127","United States",33.487596,-86.972967,"Other",false,true
54639,"RE-VIQRC-24-4639","2024 VEX YISD Superintendent Cup [Invitational]","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","9600 Sims Dr","9600 Sims Drive",,"El Paso","Texas","79925","United States",31.762443,-106.357262,"Other",false,true
54740,"RE-VIQRC-23-4740","Mustang Madness Winter Blast VIQRC Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Millard North Middle School","2828 South 139th Street",,"Omaha","Nebraska","68144","United States",41.23183,-96.130799,"Other",false,true
54753,"RE-VIQRC-23-4753","Hawks Robotics VIQRC ES Full Volume Tournament; Indianapolis, IN","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Stephen Decatur Elementary","3425 Foltz Street",,"Indianapolis","Indiana","46221","United States",39.71202,-86.229315,"Other",false,true
54777,"RE-VIQRC-23-4777","RMJH AM Middle School Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Rocky Mountain Jr High School","4350 West 4800 South",,"West Haven","Utah","84401","United States",41.177137,-112.085456,"Other",false,true
54790,"RE-VIQRC-23-4790","Quest for the West - Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Vinton Elementary","1610 Hampton Street",,"Vinton","Louisiana","70668","United States",30.193732,-93.584512,"Other",false,true
54795,"RE-VIQRC-23-4795","CANCELLED- RMJH PM Middle School INVITATIONAL Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Rocky Mountain Jr High School","4350 West 4800 South",,"West Haven","Utah","84401","United States",41.177137,-112.085456,"Other",false,false
54799,"RE-VIQRC-23-4799","Krubots VIQRC Full Volume Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","ICON Dance Complex","18 Wilson Avenue",,"Manalapan Township","New Jersey","07726","United States",40.303434,-74.355732,"Other",false,true
54924,"RE-VIQRC-23-4924","FRUITLAND PARK FRENZY- Middle School Teams Only","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Community United Methodist Church/ FAMILY LIFE BUILDING","309 College Avenue",,"Fruitland Park","Florida","34731","United States",28.860911,-81.911451,"Other",false,false
54928,"RE-VIQRC-23-4928","All Nations CS Falcon Robotics-Skills Only Event","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","All Nations Community School","27420 Robinson Road",,"Oak Ridge North","Texas","77385","United States",30.156568,-95.438677,"Other",false,true
54945,"RE-VIQRC-23-4945","HPE VIQRC Capital Qualifier (ES/MS)","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Hewlett Packard Enterprise","1015 Swabia Court",,"Durham","North Carolina","27703","United States",35.874523,-78.847379,"Other",false,true
55029,"RE-VIQRC-23-5029","2nd Annual Pantego VEX IQ Robotics Tournament [Blended]","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Pantego Christian Academy","2201 West Park Row Drive",,"Pantego","Texas","76013","United States",32.722403,-97.142416,"Other",false,true
55066,"RE-VIQRC-23-5066","PGCPS VEX IQ Robotics Tournament","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Ernest Everett Just Middle School","1300 Campus Way North",,"Mitchellville","Maryland","20721","United States",38.907242,-76.830201,"Other",false,true
55072,"RE-VIQRC-23-5072","Wheelhouse Robotics VIQRC Full Volume","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Barbara Bush Middle School","515 Cowboys Parkway",,"Irving","Texas","75063","United States",32.948135,-96.953665,"Other",false,true
55077,"RE-VIQRC-23-5077","2024 Mercer County Open VIQC Blended Qualifier","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Princeton Senior High School","1321 Stafford Drive",,"Princeton","West Virginia","24740","United States",37.360453,-81.099582,"Other",false,true
55108,"RE-VIQRC-23-5108","Lawrence Township VIQRC ES Invitational; Indianapolis, IN","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Lawrence North High School","7802 Hague Road",,"Indianapolis","Indiana","46256","United States",39.896245,-86.03372,"Other",false,true
55163,"RE-VIQRC-23-5163","Lamar University IQ Full Volume MS","2024-01-27T00:00:00-05:00","2024-01-27T00:00:00-05:00",180,"VIQRC 2023-2024: Full Volume",,41,"VEX IQ Robotics Competition","VIQRC","Lamar University - Science & Technology Building","919 Iowa St",,"Beaumont","Texas","77705","United States",30.038397,-94.074658,"Other",false,true
